Date,flow
2018-07-27 00:00,0.243
2018-07-28 00:00,0.196
2018-07-29 00:00,0.127
2018-07-30 00:00,0.099
2018-07-31 00:00,0.313
2018-08-01 00:00,0.342
2018-08-02 00:00,0.363
2018-08-03 00:00,0.362
2018-08-04 00:00,0.405
2018-08-05 00:00,0.68
2018-08-06 00:00,0.952
2018-08-07 00:00,1.157
2018-08-08 00:00,1.077
2018-08-09 00:00,0.569
2018-08-10 00:00,0.541
2018-08-11 00:00,1.024
2018-08-12 00:00,1.104
2018-08-13 00:00,1.909
2018-08-14 00:00,1.884
2018-08-15 00:00,1.87
2018-08-16 00:00,1.841
2018-08-17 00:00,1.824
2018-08-18 00:00,1.814
2018-08-19 00:00,1.803
2018-08-20 00:00,1.796
2018-08-21 00:00,1.785
2018-08-22 00:00,1.775
2018-08-23 00:00,1.752
2018-08-24 00:00,1.728
2018-08-25 00:00,1.692
2018-08-26 00:00,1.683
2018-08-27 00:00,1.631
2018-08-28 00:00,0.957
2018-08-29 00:00,0.941
2018-08-30 00:00,0.733
2018-08-31 00:00,0.595
2018-09-01 00:00,0.595
2018-09-02 00:00,0.588
2018-09-03 00:00,0.547
2018-09-04 00:00,0.559
2018-09-05 00:00,0.569
2018-09-06 00:00,0.571
2018-09-07 00:00,0.573
2018-09-08 00:00,0.567
2018-09-09 00:00,0.481
2018-09-10 00:00,0.366
2018-09-11 00:00,0.248
2018-09-12 00:00,1.618
2018-09-13 00:00,1.597
2018-09-14 00:00,1.577
2018-09-15 00:00,1.585
2018-09-16 00:00,1.594
2018-09-17 00:00,1.602
2018-09-18 00:00,1.607
2018-09-19 00:00,2.313
2018-09-20 00:00,2.4
2018-09-21 00:00,2.381
2018-09-22 00:00,2.368
2018-09-23 00:00,2.342
2018-09-24 00:00,2.307
2018-09-25 00:00,2.307
2018-09-26 00:00,2.324
2018-09-27 00:00,2.295
2018-09-28 00:00,2.27
2018-09-29 00:00,2.246
2018-09-30 00:00,2.234
2018-10-01 00:00,2.922
2018-10-02 00:00,2.888
2018-10-03 00:00,2.839
2018-10-04 00:00,2.786
2018-10-05 00:00,2.448
2018-10-06 00:00,2.404
2018-10-07 00:00,2.35
2018-10-08 00:00,1.909
2018-10-09 00:00,1.956
2018-10-10 00:00,2.16
2018-10-11 00:00,4.847
2018-10-12 00:00,4.925
2018-10-13 00:00,5.19
2018-10-14 00:00,5.312
2018-10-15 00:00,5.266
2018-10-16 00:00,5.175
2018-10-17 00:00,5.085
2018-10-18 00:00,4.131
2018-10-19 00:00,3.97
2018-10-20 00:00,3.864
2018-10-21 00:00,3.762
2018-10-22 00:00,2.391
2018-10-23 00:00,2.344
2018-10-24 00:00,2.312
2018-10-25 00:00,2.283
2018-10-26 00:00,2.278
2018-10-27 00:00,2.238
2018-10-28 00:00,2.137
2018-10-29 00:00,0.99
2018-10-30 00:00,1.015
2018-10-31 00:00,1.013
2018-11-01 00:00,1.017
2018-11-02 00:00,1.013
2018-11-03 00:00,1.055
2018-11-04 00:00,1.192
2018-11-05 00:00,2.428
2018-11-06 00:00,2.428
2018-11-07 00:00,2.42
2018-11-08 00:00,2.422
2018-11-09 00:00,2.453
2018-11-10 00:00,2.498
2018-11-11 00:00,2.527
2018-11-12 00:00,2.549
2018-11-13 00:00,2.553
2018-11-14 00:00,2.626
2018-11-15 00:00,2.697
2018-11-16 00:00,2.722
2018-11-17 00:00,2.722
2018-11-18 00:00,2.716
2018-11-19 00:00,2.715
2018-11-20 00:00,2.723
2018-11-21 00:00,2.796
2018-11-22 00:00,2.94
2018-11-23 00:00,4.949
2018-11-24 00:00,5.018
2018-11-25 00:00,4.83
2018-11-26 00:00,4.694
2018-11-27 00:00,1.988
2018-11-28 00:00,1.746
2018-11-29 00:00,5.067
2018-11-30 00:00,5.315
2018-12-01 00:00,5.442
2018-12-02 00:00,5.48
2018-12-03 00:00,5.515
2018-12-04 00:00,5.47
2018-12-05 00:00,5.482
2018-12-06 00:00,5.464
2018-12-07 00:00,5.453
2018-12-08 00:00,5.59
2018-12-09 00:00,5.562
2018-12-10 00:00,5.525
2018-12-11 00:00,5.488
2018-12-12 00:00,5.446
2018-12-13 00:00,5.378
2018-12-14 00:00,5.298
2018-12-15 00:00,5.338
2018-12-16 00:00,5.468
2018-12-17 00:00,7.853
2018-12-18 00:00,7.968
2018-12-19 00:00,5.662
2018-12-20 00:00,5.532
2018-12-21 00:00,5.537
2018-12-22 00:00,5.483
2018-12-23 00:00,5.434
2018-12-24 00:00,5.374
2018-12-25 00:00,5.319
2018-12-26 00:00,5.251
2018-12-27 00:00,5.193
2018-12-28 00:00,5.115
2018-12-29 00:00,5.094
2018-12-30 00:00,5.007
2018-12-31 00:00,4.944
