time,flow,PHS_frp,NIT_nit
2016-01-01 00:00,1.104,0.716,138.1454
2016-01-02 00:00,1.462,0.713905926,138.0781748
2016-01-03 00:00,1.96,0.711811852,138.0109496
2016-01-04 00:00,2.793,0.709717778,137.9437244
2016-01-05 00:00,3.247,0.707623704,137.8764993
2016-01-06 00:00,2.465,0.70552963,137.8092741
2016-01-07 00:00,3.066,0.703435556,137.7420489
2016-01-08 00:00,1.796,0.701341481,137.6748237
2016-01-09 00:00,1.869,0.699247407,137.6075985
2016-01-10 00:00,2.167,0.697153333,137.5403733
2016-01-11 00:00,1.674,0.695059259,137.4731481
2016-01-12 00:00,3.222,0.692965185,137.405923
2016-01-13 00:00,1.707,0.690871111,137.3386978
2016-01-14 00:00,1.264,0.688777037,137.2714726
2016-01-15 00:00,0.983,0.686682963,137.2042474
2016-01-16 00:00,0.805,0.684588889,137.1370222
2016-01-17 00:00,0.687,0.682494815,137.069797
2016-01-18 00:00,0.705,0.680400741,137.0025719
2016-01-19 00:00,0.634,0.678306667,136.9353467
2016-01-20 00:00,0.594,0.676212593,136.8681215
2016-01-21 00:00,0.744,0.674118519,136.8008963
2016-01-22 00:00,3.375,0.672024444,136.7336711
2016-01-23 00:00,1.538,0.66993037,136.6664459
2016-01-24 00:00,2.117,0.667836296,136.5992207
2016-01-25 00:00,1.348,0.665742222,136.5319956
2016-01-26 00:00,4.538,0.663648148,136.4647704
2016-01-27 00:00,3.182,0.661554074,136.3975452
2016-01-28 00:00,3.322,0.65946,136.33032
2016-01-29 00:00,3.501,0.657365926,136.2630948
2016-01-30 00:00,2.127,0.655271852,136.1958696
2016-01-31 00:00,2.423,0.653177778,136.1286444
2016-02-01 00:00,4.877,0.651083704,136.0614193
2016-02-02 00:00,2.579,0.64898963,135.9941941
2016-02-03 00:00,1.672,0.646895556,135.9269689
2016-02-04 00:00,1.316,0.644801481,135.8597437
2016-02-05 00:00,1.302,0.642707407,135.7925185
2016-02-06 00:00,1.165,0.640613333,135.7252933
2016-02-07 00:00,3.157,0.638519259,135.6580681
2016-02-08 00:00,1.918,0.636425185,135.590843
2016-02-09 00:00,1.371,0.634331111,135.5236178
2016-02-10 00:00,1.053,0.632237037,135.4563926
2016-02-11 00:00,0.893,0.630142963,135.3891674
2016-02-12 00:00,0.772,0.628048889,135.3219422
2016-02-13 00:00,0.842,0.625954815,135.254717
2016-02-14 00:00,0.67,0.623860741,135.1874919
2016-02-15 00:00,0.574,0.621766667,135.1202667
2016-02-16 00:00,2.324,0.619672593,135.0530415
2016-02-17 00:00,1.673,0.617578519,134.9858163
2016-02-18 00:00,1.206,0.615484444,134.9185911
2016-02-19 00:00,1.839,0.61339037,134.8513659
2016-02-20 00:00,1.389,0.611296296,134.7841407
2016-02-21 00:00,1.095,0.609202222,134.7169156
2016-02-22 00:00,0.858,0.607108148,134.6496904
2016-02-23 00:00,0.698,0.605014074,134.5824652
2016-02-24 00:00,0.594,0.60292,134.51524
2016-02-25 00:00,0.538,0.600825926,134.4480148
2016-02-26 00:00,0.487,0.598731852,134.3807896
2016-02-27 00:00,0.43,0.596637778,134.3135644
2016-02-28 00:00,0.39,0.594543704,134.2463393
2016-02-29 00:00,1.251,0.59244963,134.1791141
2016-03-01 00:00,1.499,0.590355556,134.1118889
2016-03-02 00:00,0.883,0.588261481,134.0446637
2016-03-03 00:00,0.728,0.586167407,133.9774385
2016-03-04 00:00,0.755,0.584073333,133.9102133
2016-03-05 00:00,0.581,0.581979259,133.8429881
2016-03-06 00:00,0.502,0.579885185,133.775763
2016-03-07 00:00,0.461,0.577791111,133.7085378
2016-03-08 00:00,0.495,0.575697037,133.6413126
2016-03-09 00:00,0.469,0.573602963,133.5740874
2016-03-10 00:00,0.403,0.571508889,133.5068622
2016-03-11 00:00,0.4,0.569414815,133.439637
2016-03-12 00:00,0.381,0.567320741,133.3724119
2016-03-13 00:00,0.347,0.565226667,133.3051867
2016-03-14 00:00,0.319,0.563132593,133.2379615
2016-03-15 00:00,0.301,0.561038519,133.1707363
2016-03-16 00:00,0.287,0.558944444,133.1035111
2016-03-17 00:00,0.276,0.55685037,133.0362859
2016-03-18 00:00,0.263,0.554756296,132.9690607
2016-03-19 00:00,0.248,0.552662222,132.9018356
2016-03-20 00:00,0.231,0.550568148,132.8346104
2016-03-21 00:00,0.222,0.548474074,132.7673852
2016-03-22 00:00,0.214,0.54638,132.70016
2016-03-23 00:00,0.207,0.544285926,132.6329348
2016-03-24 00:00,0.235,0.542191852,132.5657096
2016-03-25 00:00,0.21,0.540097778,132.4984844
2016-03-26 00:00,0.59,0.538003704,132.4312593
2016-03-27 00:00,0.545,0.53590963,132.3640341
2016-03-28 00:00,0.374,0.533815556,132.2968089
2016-03-29 00:00,0.332,0.531721481,132.2295837
2016-03-30 00:00,0.297,0.529627407,132.1623585
2016-03-31 00:00,0.268,0.527533333,132.0951333
2016-04-01 00:00,0.507,0.525439259,132.0279081
2016-04-02 00:00,0.48,0.523345185,131.960683
2016-04-03 00:00,0.623,0.521251111,131.8934578
2016-04-04 00:00,1.623,0.519157037,131.8262326
2016-04-05 00:00,1.186,0.517062963,131.7590074
2016-04-06 00:00,0.864,0.514968889,131.6917822
2016-04-07 00:00,0.655,0.512874815,131.624557
2016-04-08 00:00,0.604,0.510780741,131.5573319
2016-04-09 00:00,0.582,0.508686667,131.4901067
2016-04-10 00:00,0.478,0.506592593,131.4228815
2016-04-11 00:00,0.428,0.504498519,131.3556563
2016-04-12 00:00,0.498,0.502404444,131.2884311
2016-04-13 00:00,0.441,0.50031037,131.2212059
2016-04-14 00:00,0.388,0.498216296,131.1539807
2016-04-15 00:00,0.347,0.496122222,131.0867556
2016-04-16 00:00,0.323,0.494028148,131.0195304
2016-04-17 00:00,0.3,0.491934074,130.9523052
2016-04-18 00:00,0.273,0.48984,130.88508
2016-04-19 00:00,0.253,0.487745926,130.8178548
2016-04-20 00:00,0.24,0.485651852,130.7506296
2016-04-21 00:00,0.227,0.483557778,130.6834044
2016-04-22 00:00,0.223,0.481463704,130.6161793
2016-04-23 00:00,0.212,0.47936963,130.5489541
2016-04-24 00:00,0.201,0.477275556,130.4817289
2016-04-25 00:00,0.193,0.475181481,130.4145037
2016-04-26 00:00,0.183,0.473087407,130.3472785
2016-04-27 00:00,0.179,0.470993333,130.2800533
2016-04-28 00:00,0.209,0.468899259,130.2128281
2016-04-29 00:00,0.374,0.466805185,130.145603
2016-04-30 00:00,0.431,0.464711111,130.0783778
2016-05-01 00:00,0.481,0.462617037,130.0111526
2016-05-02 00:00,0.876,0.460522963,129.9439274
2016-05-03 00:00,0.44,0.458428889,129.8767022
2016-05-04 00:00,0.346,0.456334815,129.809477
2016-05-05 00:00,0.33,0.454240741,129.7422519
2016-05-06 00:00,0.27,0.452146667,129.6750267
2016-05-07 00:00,0.252,0.450052593,129.6078015
2016-05-08 00:00,0.238,0.447958519,129.5405763
2016-05-09 00:00,0.216,0.445864444,129.4733511
2016-05-10 00:00,0.199,0.44377037,129.4061259
2016-05-11 00:00,0.186,0.441676296,129.3389007
2016-05-12 00:00,0.175,0.439582222,129.2716756
2016-05-13 00:00,0.17,0.437488148,129.2044504
2016-05-14 00:00,0.16,0.431259783,129.1372252
2016-05-15 00:00,0.156,0.4333,129.07
2016-05-16 00:00,0.15,0.435340217,127.9197826
2016-05-17 00:00,0.149,0.437380435,126.7695652
2016-05-18 00:00,0.163,0.439420652,125.6193478
2016-05-19 00:00,0.196,0.44146087,124.4691304
2016-05-20 00:00,0.249,0.443501087,123.318913
2016-05-21 00:00,0.395,0.445541304,122.1686957
2016-05-22 00:00,0.208,0.447581522,121.0184783
2016-05-23 00:00,0.174,0.449621739,119.8682609
2016-05-24 00:00,0.165,0.451661957,118.7180435
2016-05-25 00:00,0.155,0.453702174,117.5678261
2016-05-26 00:00,0.148,0.455742391,116.4176087
2016-05-27 00:00,0.15,0.457782609,115.2673913
2016-05-28 00:00,0.145,0.459822826,114.1171739
2016-05-29 00:00,0.129,0.461863043,112.9669565
2016-05-30 00:00,0.125,0.463903261,111.8167391
2016-05-31 00:00,0.123,0.465943478,110.6665217
2016-06-01 00:00,0.12,0.467983696,109.5163043
2016-06-02 00:00,0.105,0.470023913,108.366087
2016-06-03 00:00,0.111,0.47206413,107.2158696
2016-06-04 00:00,0.106,0.474104348,106.0656522
2016-06-05 00:00,0.103,0.476144565,104.9154348
2016-06-06 00:00,0.097,0.478184783,103.7652174
2016-06-07 00:00,0.089,0.480225,102.615
2016-06-08 00:00,0.083,0.482265217,101.4647826
2016-06-09 00:00,0.084,0.484305435,100.3145652
2016-06-10 00:00,0.087,0.486345652,99.16434783
2016-06-11 00:00,0.09,0.48838587,98.01413043
2016-06-12 00:00,0.097,0.490426087,96.86391304
2016-06-13 00:00,0.083,0.492466304,95.71369565
2016-06-14 00:00,0.217,0.494506522,94.56347826
2016-06-15 00:00,0.262,0.496546739,93.41326087
2016-06-16 00:00,0.268,0.498586957,92.26304348
2016-06-17 00:00,0.235,0.500627174,91.11282609
