DateTime,Depth,PHS_frp
2016-01-01 00:00,0,1.209493058
2016-01-02 00:00,0,1.202285351
2016-01-03 00:00,0,1.195077644
2016-01-04 00:00,0,1.187869936
2016-01-05 00:00,0,1.180662229
2016-01-06 00:00,0,1.173454522
2016-01-07 00:00,0,1.166246815
2016-01-08 00:00,0,1.159039108
2016-01-09 00:00,0,1.151831401
2016-01-10 00:00,0,1.144623694
2016-01-11 00:00,0,1.137415987
2016-01-12 00:00,0,1.13020828
2016-01-13 00:00,0,1.123000573
2016-01-14 00:00,0,1.115792865
2016-01-15 00:00,0,1.108585158
2016-01-16 00:00,0,1.101377451
2016-01-17 00:00,0,1.094169744
2016-01-18 00:00,0,1.086962037
2016-01-19 00:00,0,1.07975433
2016-01-20 00:00,0,1.072546623
2016-01-21 00:00,0,1.065338916
2016-01-22 00:00,0,1.058131209
2016-01-23 00:00,0,1.050923501
2016-01-24 00:00,0,1.043715794
2016-01-25 00:00,0,1.036508087
2016-01-26 00:00,0,1.02930038
2016-01-27 00:00,0,1.022092673
2016-01-28 00:00,0,1.014884966
2016-01-29 00:00,0,1.007677259
2016-01-30 00:00,0,1.000469552
2016-01-31 00:00,0,0.993261845
2016-02-01 00:00,0,0.986054138
2016-02-02 00:00,0,0.97884643
2016-02-03 00:00,0,0.971638723
2016-02-04 00:00,0,0.964431016
2016-02-05 00:00,0,0.957223309
2016-02-06 00:00,0,0.950015602
2016-02-07 00:00,0,0.942807895
2016-02-08 00:00,0,0.935600188
2016-02-09 00:00,0,0.928392481
2016-02-10 00:00,0,0.921184774
2016-02-11 00:00,0,0.913977066
2016-02-12 00:00,0,0.906769359
2016-02-13 00:00,0,0.899561652
2016-02-14 00:00,0,0.892353945
2016-02-15 00:00,0,0.885146238
2016-02-16 00:00,0,0.877938531
2016-02-17 00:00,0,0.870730824
2016-02-18 00:00,0,0.863523117
2016-02-19 00:00,0,0.85631541
2016-02-20 00:00,0,0.849107702
2016-02-21 00:00,0,0.841899995
2016-02-22 00:00,0,0.834692288
2016-02-23 00:00,0,0.827484581
2016-02-24 00:00,0,0.820276874
2016-02-25 00:00,0,0.813069167
2016-02-26 00:00,0,0.80586146
2016-02-27 00:00,0,0.798653753
2016-02-28 00:00,0,0.791446046
2016-02-29 00:00,0,0.784238339
2016-03-01 00:00,0,0.777030631
2016-03-02 00:00,0,0.769822924
2016-03-03 00:00,0,0.762615217
2016-03-04 00:00,0,0.75540751
2016-03-05 00:00,0,0.748199803
2016-03-06 00:00,0,0.740992096
2016-03-07 00:00,0,0.733784389
2016-03-08 00:00,0,0.726576682
2016-03-09 00:00,0,0.719368975
2016-03-10 00:00,0,0.712161267
2016-03-11 00:00,0,0.70495356
2016-03-12 00:00,0,0.697745853
2016-03-13 00:00,0,0.690538146
2016-03-14 00:00,0,0.683330439
2016-03-15 00:00,0,0.676122732
2016-03-16 00:00,0,0.668915025
2016-03-17 00:00,0,0.661707318
2016-03-18 00:00,0,0.654499611
2016-03-19 00:00,0,0.647291904
2016-03-20 00:00,0,0.640084196
2016-03-21 00:00,0,0.632876489
2016-03-22 00:00,0,0.625668782
2016-03-23 00:00,0,0.618461075
2016-03-24 00:00,0,0.611253368
2016-03-25 00:00,0,0.604045661
2016-03-26 00:00,0,0.596837954
2016-03-27 00:00,0,0.589630247
2016-03-28 00:00,0,0.58242254
2016-03-29 00:00,0,0.575214832
2016-03-30 00:00,0,0.568007125
2016-03-31 00:00,0,0.560799418
2016-04-01 00:00,0,0.553591711
2016-04-02 00:00,0,0.546384004
2016-04-03 00:00,0,0.539176297
2016-04-04 00:00,0,0.53196859
2016-04-05 00:00,0,0.524760883
2016-04-06 00:00,0,0.517553176
2016-04-07 00:00,0,0.510345468
2016-04-08 00:00,0,0.503137761
2016-04-09 00:00,0,0.495930054
2016-04-10 00:00,0,0.488722347
2016-04-11 00:00,0,0.48151464
2016-04-12 00:00,0,0.474306933
2016-04-13 00:00,0,0.467099226
2016-04-14 00:00,0,0.459891519
2016-04-15 00:00,0,0.452683812
2016-04-16 00:00,0,0.445476105
2016-04-17 00:00,0,0.438268397
2016-04-18 00:00,0,0.43106069
2016-04-19 00:00,0,0.423852983
2016-04-20 00:00,0,0.416645276
2016-04-21 00:00,0,0.409437569
2016-04-22 00:00,0,0.402229862
2016-04-23 00:00,0,0.395022155
2016-04-24 00:00,0,0.387814448
2016-04-25 00:00,0,0.380606741
2016-04-26 00:00,0,0.373399033
2016-04-27 00:00,0,0.366191326
2016-04-28 00:00,0,0.358983619
2016-04-29 00:00,0,0.351775912
2016-04-30 00:00,0,0.344568205
2016-05-01 00:00,0,0.337360498
2016-05-02 00:00,0,0.330152791
2016-05-03 00:00,0,0.322945084
2016-05-04 00:00,0,0.315737377
2016-05-05 00:00,0,0.30852967
2016-05-06 00:00,0,0.301321962
2016-05-07 00:00,0,0.294114255
2016-05-08 00:00,0,0.286906548
2016-05-09 00:00,0,0.279698841
2016-05-10 00:00,0,0.272491134
2016-05-11 00:00,0,0.265283427
2016-05-12 00:00,0,0.25807572
2016-05-13 00:00,0,0.250868013
2016-05-14 00:00,0,0.243660306
2016-05-15 00:00,0,0.236452598
2016-05-16 00:00,0,0.229244891
2016-05-17 00:00,0,0.230895397
2016-05-18 00:00,0,0.232545902
2016-05-19 00:00,0,0.234196408
2016-05-20 00:00,0,0.235846913
2016-05-21 00:00,0,0.237497419
2016-05-22 00:00,0,0.239147924
2016-05-23 00:00,0,0.24079843
2016-05-24 00:00,0,0.242448935
2016-05-25 00:00,0,0.244099441
2016-05-26 00:00,0,0.245749946
2016-05-27 00:00,0,0.247400452
2016-05-28 00:00,0,0.249050957
2016-05-29 00:00,0,0.250701463
2016-05-30 00:00,0,0.252351968
2016-05-31 00:00,0,0.254002474
2016-06-01 00:00,0,0.255652979
2016-06-02 00:00,0,0.257303485
2016-06-03 00:00,0,0.25895399
2016-06-04 00:00,0,0.260604496
2016-06-05 00:00,0,0.262255001
2016-06-06 00:00,0,0.263905507
2016-06-07 00:00,0,0.265556012
2016-06-08 00:00,0,0.267206517
2016-06-09 00:00,0,0.268857023
2016-06-10 00:00,0,0.270507528
2016-06-11 00:00,0,0.272158034
2016-06-12 00:00,0,0.273808539
2016-06-13 00:00,0,0.275459045
2016-06-14 00:00,0,0.27710955
2016-06-15 00:00,0,0.278760056
2016-06-16 00:00,0,0.280410561
2016-06-17 00:00,0,0.282061067
2016-06-18 00:00,0,0.283711572
2016-06-19 00:00,0,0.285362078
2016-06-20 00:00,0,0.287012583
2016-06-21 00:00,0,0.288663089
2016-06-22 00:00,0,0.290313594
2016-06-23 00:00,0,0.2919641
2016-06-24 00:00,0,0.293614605
2016-06-25 00:00,0,0.295265111
2016-06-26 00:00,0,0.296915616
2016-06-27 00:00,0,0.298566122
2016-06-28 00:00,0,0.300216627
2016-06-29 00:00,0,0.301867133
2016-06-30 00:00,0,0.303517638
2016-07-01 00:00,0,0.305168144
2016-07-02 00:00,0,0.306818649
2016-07-03 00:00,0,0.308469155
2016-07-04 00:00,0,0.31011966
2016-07-05 00:00,0,0.311770166
2016-07-06 00:00,0,0.313420671
2016-07-07 00:00,0,0.315071177
2016-07-08 00:00,0,0.316721682
2016-07-09 00:00,0,0.318372187
2016-07-10 00:00,0,0.320022693
2016-07-11 00:00,0,0.321673198
2016-07-12 00:00,0,0.323323704
2016-07-13 00:00,0,0.324974209
2016-07-14 00:00,0,0.326624715
2016-07-15 00:00,0,0.32827522
2016-07-16 00:00,0,0.329925726
2016-07-17 00:00,0,0.331576231
2016-07-18 00:00,0,0.333226737
2016-07-19 00:00,0,0.334877242
2016-07-20 00:00,0,0.336527748
2016-07-21 00:00,0,0.338178253
2016-07-22 00:00,0,0.339828759
2016-07-23 00:00,0,0.341479264
2016-07-24 00:00,0,0.34312977
2016-07-25 00:00,0,0.344780275
2016-07-26 00:00,0,0.346430781
2016-07-27 00:00,0,0.348081286
2016-07-28 00:00,0,0.349731792
2016-07-29 00:00,0,0.351382297
2016-07-30 00:00,0,0.353032803
2016-07-31 00:00,0,0.354683308
2016-08-01 00:00,0,0.356333814
2016-08-02 00:00,0,0.357984319
2016-08-03 00:00,0,0.359634825
2016-08-04 00:00,0,0.36128533
2016-08-05 00:00,0,0.362935836
2016-08-06 00:00,0,0.364586341
2016-08-07 00:00,0,0.366236846
2016-08-08 00:00,0,0.367887352
2016-08-09 00:00,0,0.369537857
2016-08-10 00:00,0,0.371188363
2016-08-11 00:00,0,0.372838868
2016-08-12 00:00,0,0.374489374
2016-08-13 00:00,0,0.376139879
2016-08-14 00:00,0,0.377790385
2016-08-15 00:00,0,0.37944089
2016-08-16 00:00,0,0.381091396
2016-08-17 00:00,0,0.382741901
2016-08-18 00:00,0,0.384392407
2016-08-19 00:00,0,0.386042912
2016-08-20 00:00,0,0.387693418
2016-08-21 00:00,0,0.389343923
2016-08-22 00:00,0,0.390994429
2016-08-23 00:00,0,0.392644934
2016-08-24 00:00,0,0.39429544
2016-08-25 00:00,0,0.395945945
2016-08-26 00:00,0,0.397596451
2016-08-27 00:00,0,0.399246956
2016-08-28 00:00,0,0.400897462
2016-08-29 00:00,0,0.402547967
2016-08-30 00:00,0,0.404198473
2016-08-31 00:00,0,0.405848978
2016-09-01 00:00,0,0.405966908
2016-09-02 00:00,0,0.406084837
2016-09-03 00:00,0,0.406202767
2016-09-04 00:00,0,0.406320696
2016-09-05 00:00,0,0.406438626
2016-09-06 00:00,0,0.406556555
2016-09-07 00:00,0,0.406674485
2016-09-08 00:00,0,0.406792414
2016-09-09 00:00,0,0.406910344
2016-09-10 00:00,0,0.407028273
2016-09-11 00:00,0,0.407146203
2016-09-12 00:00,0,0.407264132
2016-09-13 00:00,0,0.407382061
2016-09-14 00:00,0,0.407499991
2016-09-15 00:00,0,0.40761792
2016-09-16 00:00,0,0.40773585
2016-09-17 00:00,0,0.407853779
2016-09-18 00:00,0,0.407971709
2016-09-19 00:00,0,0.408089638
2016-09-20 00:00,0,0.408207568
2016-09-21 00:00,0,0.408325497
2016-09-22 00:00,0,0.408443427
2016-09-23 00:00,0,0.408561356
2016-09-24 00:00,0,0.408679286
2016-09-25 00:00,0,0.408797215
2016-09-26 00:00,0,0.408915145
2016-09-27 00:00,0,0.409033074
2016-09-28 00:00,0,0.409151004
2016-09-29 00:00,0,0.409268933
2016-09-30 00:00,0,0.409386863
2016-10-01 00:00,0,0.409504792
2016-10-02 00:00,0,0.409622722
2016-10-03 00:00,0,0.409740651
2016-10-04 00:00,0,0.409858581
2016-10-05 00:00,0,0.40997651
2016-10-06 00:00,0,0.41009444
2016-10-07 00:00,0,0.410212369
2016-10-08 00:00,0,0.410330299
2016-10-09 00:00,0,0.410448228
2016-10-10 00:00,0,0.410566158
2016-10-11 00:00,0,0.410684087
2016-10-12 00:00,0,0.410802017
2016-10-13 00:00,0,0.410919946
2016-10-14 00:00,0,0.411037876
2016-10-15 00:00,0,0.411155805
